罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,大手町２丁目,2019-09-08,19,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,大手町２丁目,2019-09-26,11,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,大手町２丁目,2019-10-06,08,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,大手町２丁目,2019-10-07,07,その他,50歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,衣山２丁目,2019-12-13,13,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,三番町７丁目,2019-08-02,20,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,三番町７丁目,2019-08-30,18,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,中央１丁目,2019-08-12,14,その他,30歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,中央２丁目,2019-01-12,00,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,美沢２丁目,2019-01-16,18,４階建て以上共同住宅,30歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,南江戸１丁目,2019-04-29,19,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,南江戸３丁目,2019-01-20,12,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,南江戸５丁目,2019-03-02,17,その他の住宅（３階建て以下共同住宅等）,65-69歳,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,南江戸６丁目,2019-09-23,20,４階建て以上共同住宅,65-69歳,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2018-12-23,15,その他,30歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-03-21,18,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-03-30,18,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-04-19,18,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-06-11,20,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-06-20,22,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-07-22,17,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-08-20,13,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-10-16,20,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮田町,2019-11-06,18,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西１丁目,2019-02-14,08,４階建て以上共同住宅,50歳代,その他,施錠した
窃盗,自転車盗,松山東,松山駅前交番,382019,愛媛県,松山市,宮西１丁目,2019-06-02,13,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-03-13,15,その他,60-64歳,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-04-28,18,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-07-30,22,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,萱町６丁目,2019-11-29,23,その他,10歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,木屋町２丁目,2019-10-19,10,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2018-12-30,00,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町１丁目,2019-11-20,02,その他の住宅（３階建て以下共同住宅等）,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町２丁目,2019-09-11,18,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町２丁目,2019-12-05,11,一戸建住宅,70歳以上,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町４丁目,2018-12-23,09,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町４丁目,2019-04-02,14,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,清水町４丁目,2019-05-01,09,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町１丁目,2018-12-27,22,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町１丁目,2019-06-02,12,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町１丁目,2019-08-15,18,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町２丁目,2019-07-10,13,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,高砂町２丁目,2019-08-07,16,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,鉄砲町,2019-06-14,17,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,鉄砲町,2019-07-05,18,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,鉄砲町,2019-08-26,18,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,鉄砲町,2019-12-13,12,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,道後北代,2019-12-21,22,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,花園町,2019-04-01,16,道路上,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-02-18,11,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-03-01,00,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-04-11,08,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-10-07,10,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-11-26,14,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,文京町,2019-11-29,18,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通２丁目,2019-03-15,01,道路上,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-07-15,02,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通３丁目,2019-07-26,16,その他,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,平和通６丁目,2018-11-01,不明,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,本町２丁目,2019-08-17,20,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,松前町５丁目,2019-07-27,17,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,松前町５丁目,2019-08-11,21,４階建て以上共同住宅,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,城北交番,382019,愛媛県,松山市,若草町,2019-12-28,19,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,石手白石,2019-06-19,20,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,大街道３丁目,2019-07-19,13,その他,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後今市,2019-02-25,09,４階建て以上共同住宅,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後北代,2019-04-19,19,４階建て以上共同住宅,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後喜多町,2019-03-14,08,一戸建住宅,40歳代,その他,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後喜多町,2019-06-23,19,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-04-28,10,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後樋又,2019-09-20,12,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後湯之町,2019-09-25,11,その他,70歳以上,その他,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,道後町１丁目,2019-11-17,11,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,松山東,道後交番,382019,愛媛県,松山市,南町１丁目,2019-06-23,00,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,枝松５丁目,2019-02-12,08,一戸建住宅,20歳代,その他,施錠した
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,桑原３丁目,2019-10-08,18,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,三番町２丁目,2019-07-06,23,道路上,30歳代,その他,施錠した
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,束本２丁目,2019-08-06,17,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,東野３丁目,2019-11-13,17,一戸建住宅,20歳代,その他,施錠した
窃盗,自転車盗,松山東,素鵞交番,382019,愛媛県,松山市,本町６丁目,2019-02-27,20,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山東,御幸交番,382019,愛媛県,松山市,姫原２丁目,2019-06-15,08,その他,10歳代,中学生,施錠した
窃盗,自転車盗,松山東,御幸交番,382019,愛媛県,松山市,姫原３丁目,2019-03-15,17,その他の住宅（３階建て以下共同住宅等）,40歳代,その他,施錠した
窃盗,自転車盗,松山東,御幸交番,382019,愛媛県,松山市,御幸１丁目,2019-05-06,18,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,御幸交番,382019,愛媛県,松山市,御幸２丁目,2019-02-27,18,一戸建住宅,10歳代,大学生,施錠した
窃盗,自転車盗,松山東,御幸交番,382019,愛媛県,松山市,山越５丁目,2019-04-25,15,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山東,潮見駐在所,382019,愛媛県,松山市,吉藤２丁目,2019-01-23,20,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,松山東,湯山駐在所,382019,愛媛県,松山市,末広町,2019-03-23,10,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,松山東,余戸交番,382019,愛媛県,松山市,余戸中６丁目,2019-08-16,14,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松山東,余戸交番,382019,愛媛県,松山市,余戸南５丁目,2019-05-10,14,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山西,みつ交番,382019,愛媛県,松山市,会津町,2019-01-27,18,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松山西,みつ交番,382019,愛媛県,松山市,会津町,2019-07-19,12,その他,10歳代,高校生,施錠した
窃盗,自転車盗,松山西,みつ交番,382019,愛媛県,松山市,会津町,2019-07-26,08,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松山西,みつ交番,382019,愛媛県,松山市,古三津５丁目,2019-06-17,14,一戸建住宅,20歳代,その他,施錠した
窃盗,自転車盗,松山西,高浜交番,382019,愛媛県,松山市,高浜町１丁目,2018-09-01,07,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松山西,高浜交番,382019,愛媛県,松山市,梅津寺町,2019-08-03,19,その他,40歳代,その他,施錠した
窃盗,自転車盗,松山西,味生交番,382019,愛媛県,松山市,空港通６丁目,2019-03-03,13,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松山西,味生交番,382019,愛媛県,松山市,空港通６丁目,2019-11-11,07,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松山西,味生交番,382019,愛媛県,松山市,西垣生町,2019-03-24,17,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松山西,味生交番,382019,愛媛県,松山市,別府町,2019-11-02,13,その他,65-69歳,その他,施錠した
窃盗,自転車盗,松山西,久枝交番,382019,愛媛県,松山市,久万ノ台,2019-10-17,23,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山西,久枝交番,382019,愛媛県,松山市,西長戸町,2018-12-01,不明,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山西,久枝交番,382019,愛媛県,松山市,東長戸１丁目,2018-12-23,18,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松山西,和気駐在所,382019,愛媛県,松山市,,2019-10-25,18,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山西,堀江駐在所,382019,愛媛県,松山市,堀江町,2019-05-20,09,道路上,10歳代,その他,施錠した
窃盗,自転車盗,松山西,堀江駐在所,382019,愛媛県,松山市,堀江町,2019-07-26,06,その他,10歳代,高校生,施錠した
窃盗,自転車盗,伊予,駅前交番,382108,愛媛県,伊予市,米湊,2019-04-26,08,その他,40歳代,その他,施錠した
窃盗,自転車盗,伊予,駅前交番,382108,愛媛県,伊予市,米湊,2019-05-27,07,その他,50歳代,その他,施錠した
窃盗,自転車盗,伊予,駅前交番,382108,愛媛県,伊予市,下吾川,2019-03-02,11,その他,70歳以上,その他,施錠した
窃盗,自転車盗,伊予,松前交番,384011,愛媛県,松前町,大字昌農内,2019-12-09,07,その他,10歳代,中学生,施錠した
窃盗,自転車盗,伊予,松前交番,384011,愛媛県,松前町,大字筒井,2019-09-14,09,一戸建住宅,70歳以上,その他,施錠した
窃盗,自転車盗,八幡浜,保内交番,382043,愛媛県,八幡浜市,保内町川之石,2019-03-19,16,４階建て以上共同住宅,20歳代,その他,施錠した
窃盗,自転車盗,八幡浜,みなと交番,382043,愛媛県,八幡浜市,,2019-07-06,12,道路上,70歳以上,その他,施錠した
窃盗,自転車盗,西予,西予警察署所在地,382141,愛媛県,西予市,宇和町卯之町４丁目,2019-04-19,20,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,西予,高山駐在所,382141,愛媛県,西予市,明浜町高山,2019-01-13,08,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,宇和島,駅前交番,382035,愛媛県,宇和島市,,2019-04-07,15,その他,70歳以上,その他,施錠した
窃盗,自転車盗,宇和島,駅前交番,382035,愛媛県,宇和島市,弁天町１丁目,2019-03-11,11,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,宇和島,駅前交番,382035,愛媛県,宇和島市,弁天町３丁目,2019-10-04,06,道路上,65-69歳,その他,施錠した
窃盗,自転車盗,宇和島,駅前交番,382035,愛媛県,宇和島市,和霊町,2019-02-02,07,一戸建住宅,65-69歳,その他,施錠した
窃盗,自転車盗,宇和島,津島駐在所,382035,愛媛県,宇和島市,津島町近家,2019-01-24,07,その他,10歳代,中学生,施錠した
窃盗,自転車盗,宇和島,鬼北交番,384887,愛媛県,鬼北町,大字近永,2018-12-01,不明,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松山南,石井交番,382019,愛媛県,松山市,西石井６丁目,2019-03-20,21,その他の住宅（３階建て以下共同住宅等）,30歳代,その他,施錠した
窃盗,自転車盗,松山南,石井交番,382019,愛媛県,松山市,西石井６丁目,2019-05-16,13,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,北久米町,2019-05-30,17,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,北久米町,2019-09-02,07,その他,30歳代,その他,施錠した
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,鷹子町,2019-02-05,12,一戸建住宅,10歳代,中学生,施錠した
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,福音寺町,2019-02-28,07,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,福音寺町,2019-12-12,17,その他,10歳代,高校生,施錠した
窃盗,自転車盗,松山南,久米交番,382019,愛媛県,松山市,南久米町,2019-02-11,10,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,志津川,2019-04-02,16,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠した
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,志津川,2019-07-12,14,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,志津川,2019-10-13,13,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,樋口,2019-12-18,21,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松山南,重信交番,382159,愛媛県,東温市,横河原,2018-04-06,08,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,朝生田町１丁目,2018-08-31,12,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,朝生田町５丁目,2019-08-11,11,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,古川北４丁目,2019-08-02,18,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,天山１丁目,2019-04-04,13,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,松山南,朝生田交番,382019,愛媛県,松山市,天山１丁目,2019-07-13,12,その他,70歳以上,その他,施錠した
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,上柏町,2019-02-20,12,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,金生町下分,2019-06-02,14,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,中之庄町,2019-03-20,13,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,中之庄町,2019-10-10,09,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島朝日１丁目,2018-12-07,20,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島朝日３丁目,2014-07-01,不明,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島朝日３丁目,2019-11-12,22,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島中央３丁目,2018-10-15,22,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島中央３丁目,2019-04-26,07,その他,10歳代,その他,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島中央３丁目,2019-07-22,07,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島中央５丁目,2019-02-20,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,四国中央,三島交番,382132,愛媛県,四国中央市,三島中央５丁目,2019-11-15,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,四国中央,川之江交番,382132,愛媛県,四国中央市,川之江町,2019-02-07,08,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,四国中央,川之江交番,382132,愛媛県,四国中央市,川之江町,2019-05-19,13,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,四国中央,川之江交番,382132,愛媛県,四国中央市,川之江町,2019-09-22,12,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,四国中央,川之江交番,382132,愛媛県,四国中央市,妻鳥町,2019-02-03,13,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,四国中央,川之江交番,382132,愛媛県,四国中央市,妻鳥町,2019-04-07,09,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,四国中央,土居駐在所,382132,愛媛県,四国中央市,土居町土居,2019-12-21,10,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,四国中央,土居駐在所,382132,愛媛県,四国中央市,土居町野田,2019-04-04,19,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,泉池町,2019-07-19,22,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,泉宮町,2019-08-01,19,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,菊本町１丁目,2019-08-24,18,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,菊本町１丁目,2019-09-11,13,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,久保田町１丁目,2019-06-11,16,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,新須賀町１丁目,2019-06-09,18,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,新須賀町２丁目,2019-03-26,15,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,新須賀町２丁目,2019-04-05,17,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,新居浜,中央交番,382051,愛媛県,新居浜市,新須賀町３丁目,2019-01-20,20,一戸建住宅,70歳以上,その他,施錠せず
