罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,伯方,生名駐在所,383562,愛媛県,上島町,生名,2019-12-12,06,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伯方,宗方駐在所,382027,愛媛県,今治市,上浦町盛,2019-04-06,08,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,,382019,愛媛県,松山市,湊町５丁目,2019-10-05,13,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,,2019-08-06,16,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2018-12-25,18,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2019-09-05,18,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2019-11-13,18,道路上,70歳以上,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2019-11-27,19,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-04-01,19,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-04-26,20,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-10-30,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-11-01,23,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町３丁目,2019-07-28,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町４丁目,2019-02-08,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2018-12-30,19,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-01-12,21,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-02-06,02,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-02-09,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-04-03,22,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-04-12,23,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-05-20,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-06-23,00,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-06-30,21,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-05,13,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-05,19,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-27,19,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-27,22,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-31,01,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-08-18,21,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-08-29,22,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-09-08,00,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-11-15,18,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-12-04,21,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-12-06,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-12-24,04,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道３丁目,2019-10-23,20,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道３丁目,2019-12-03,22,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道３丁目,2019-12-06,17,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,歩行町２丁目,2019-03-15,09,４階建て以上共同住宅,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町１丁目,2019-06-22,19,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町２丁目,2019-01-25,22,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町２丁目,2019-02-15,不明,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町２丁目,2019-03-20,18,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,喜与町１丁目,2019-04-09,21,４階建て以上共同住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,喜与町１丁目,2019-07-22,21,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,喜与町１丁目,2019-12-17,02,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,東雲町,2019-02-28,23,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,中一万町,2019-08-15,07,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,西一万町,2019-03-01,01,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,西一万町,2019-05-15,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,西一万町,2019-06-03,18,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-02-21,20,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-03-23,21,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-06-01,03,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-08-09,22,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-01-08,19,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-07-05,20,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-07-09,08,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-09-05,03,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-09-05,08,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-10-04,19,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-12-08,01,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-12-15,05,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-12-21,01,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-04-30,17,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-07-11,21,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-07-19,12,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-08-10,15,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-09-07,23,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-11-08,21,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町４丁目,2019-05-22,08,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,平和通１丁目,2019-03-07,01,その他,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,平和通１丁目,2019-06-27,19,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,平和通１丁目,2019-06-30,13,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,平和通２丁目,2019-06-27,02,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,平和通３丁目,2019-08-24,16,その他の住宅（３階建て以下共同住宅等）,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,平和通３丁目,2019-10-12,20,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,堀之内,2019-02-17,09,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,堀之内,2019-04-07,12,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,丸之内,2019-08-03,19,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町１丁目,2019-02-01,21,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町１丁目,2019-02-09,15,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町１丁目,2019-05-21,15,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町１丁目,2019-06-05,21,４階建て以上共同住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町１丁目,2019-06-30,22,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町１丁目,2019-08-30,12,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町１丁目,2019-09-15,21,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町２丁目,2019-02-20,23,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町２丁目,2019-04-10,23,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町２丁目,2019-06-04,08,その他,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町２丁目,2019-06-28,22,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,緑町２丁目,2019-08-24,15,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,湊町６丁目,2019-02-12,17,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,南持田町,2019-04-05,21,４階建て以上共同住宅,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,南持田町,2019-07-15,16,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,持田町４丁目,2019-08-12,09,その他の住宅（３階建て以下共同住宅等）,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,,2019-08-09,23,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,泉町,2019-02-11,06,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道１丁目,2019-02-14,15,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道１丁目,2019-03-07,13,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道１丁目,2019-05-26,22,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道１丁目,2019-08-06,18,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道１丁目,2019-08-06,23,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道１丁目,2019-08-28,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道２丁目,2019-03-25,19,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道３丁目,2019-09-29,00,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,大街道３丁目,2019-11-04,11,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,勝山町１丁目,2019-01-28,20,その他,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,河原町,2019-02-13,18,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,此花町,2019-05-05,01,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,此花町,2019-09-01,00,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町１丁目,2019-01-26,08,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町１丁目,2019-08-02,17,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町１丁目,2019-09-08,21,４階建て以上共同住宅,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町２丁目,2019-02-12,02,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町２丁目,2019-03-29,23,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町２丁目,2019-04-24,10,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町２丁目,2019-09-06,00,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,三番町２丁目,2019-10-02,18,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,立花２丁目,2019-05-30,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,立花４丁目,2019-07-31,10,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,立花４丁目,2019-08-25,17,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,立花５丁目,2019-04-17,17,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,立花６丁目,2019-12-25,21,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,千舟町１丁目,2019-08-28,02,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,千舟町３丁目,2019-09-08,20,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,築山町,2019-06-08,20,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,中村２丁目,2019-03-18,22,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,中村４丁目,2019-09-16,11,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,永木町２丁目,2019-10-06,14,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,堀之内,2019-01-14,09,その他,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-01-13,15,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-02-08,21,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-03-21,18,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-03-27,11,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-06-23,10,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-08-02,15,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-08-12,18,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-08-16,19,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町３丁目,2019-12-21,13,道路上,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,湊町６丁目,2019-12-15,06,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,柳井町１丁目,2019-02-27,18,その他の住宅（３階建て以下共同住宅等）,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,柳井町１丁目,2019-09-27,17,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,柳井町２丁目,2019-07-01,12,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,大街道交番,382019,愛媛県,松山市,柳井町２丁目,2019-12-12,00,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,,2019-05-12,17,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,和泉北１丁目,2019-09-21,19,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,永代町,2019-02-22,16,その他,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,小栗１丁目,2019-01-25,15,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,小栗５丁目,2019-12-19,22,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,小栗７丁目,2019-04-01,09,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,小栗７丁目,2019-08-23,21,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,三番町４丁目,2019-04-13,09,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,三番町４丁目,2019-12-13,08,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,三番町５丁目,2019-03-05,07,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,三番町５丁目,2019-05-15,08,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,三番町６丁目,2019-05-13,08,４階建て以上共同住宅,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,三番町６丁目,2019-06-22,18,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,三番町６丁目,2019-07-22,08,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,末広町,2019-01-11,19,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,末広町,2019-02-13,14,その他,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,末広町,2019-04-17,20,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,末広町,2019-05-26,19,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,末広町,2019-08-05,19,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,末広町,2019-08-17,18,道路上,10歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,竹原３丁目,2019-01-13,17,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,市駅前交番,382019,愛媛県,松山市,千舟町５丁目,2019-05-24,13,道路上,30歳代,その他,施錠せず
